,Click to star the Github Repo,,,,,,,Connect/Follow on LinkedIn,,,,Last updated:,2022-06-22 12:30 (GMT),
Q. No.,Name / Link,"Likes
(L)","Dislikes
(D)","Reactions
(L+D)","L/D
Ratio","Acceptance
Rate",Category,Topic Tags,Difficulty,Free?,"Has
Solution?","Has Video
Solution?","Total
Accepted","Total
Submitted"
1049,Last Stone Weight II,2224,77,2301,28.88,51.56%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,56067,108747
981,Time Based Key-Value Store,2230,226,2456,9.87,52.56%,Algorithms,"Hash Table, String, Binary Search, Design, ",Medium,TRUE,FALSE,FALSE,191109,363589
501,Find Mode in Binary Search Tree,2220,571,2791,3.89,47.62%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Easy,TRUE,FALSE,FALSE,156903,329498
832,Flipping an Image,2220,207,2427,10.72,79.89%,Algorithms,"Array, Two Pointers, Matrix, Simulation, ",Easy,TRUE,TRUE,FALSE,304241,380829
513,Find Bottom Left Tree Value,2215,221,2436,10.02,65.55%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,177733,271144
815,Bus Routes,2206,55,2261,40.11,45.31%,Algorithms,"Array, Hash Table, Breadth-First Search, ",Hard,TRUE,TRUE,FALSE,90800,200385
1695,Maximum Erasure Value,2203,36,2239,61.19,57.81%,Algorithms,"Array, Hash Table, Sliding Window, ",Medium,TRUE,TRUE,FALSE,96841,167500
941,Valid Mountain Array,2182,145,2327,15.05,33.67%,Algorithms,"Array, ",Easy,TRUE,TRUE,FALSE,302769,899152
164,Maximum Gap,2175,294,2469,7.4,41.74%,Algorithms,"Array, Sorting, Bucket Sort, Radix Sort, ",Hard,TRUE,TRUE,FALSE,142836,342233
285,Inorder Successor in BST,2168,79,2247,27.44,47.5%,Algorithms,"Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,FALSE,TRUE,FALSE,270827,570135
1027,Longest Arithmetic Subsequence,2176,100,2276,21.76,47.95%,Algorithms,"Array, Hash Table, Binary Search, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,88147,183829
959,Regions Cut By Slashes,2181,428,2609,5.1,68.78%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Medium,TRUE,TRUE,FALSE,38030,55295
443,String Compression,2155,4299,6454,0.5,47.8%,Algorithms,"Two Pointers, String, ",Medium,TRUE,FALSE,FALSE,255776,535058
273,Integer to English Words,2156,5157,7313,0.42,29.67%,Algorithms,"Math, String, Recursion, ",Hard,TRUE,TRUE,FALSE,308887,1041000
1588,Sum of All Odd Length Subarrays,2160,166,2326,13.01,83.57%,Algorithms,"Array, Math, Prefix Sum, ",Easy,TRUE,FALSE,FALSE,104956,125584
324,Wiggle Sort II,2164,819,2983,2.64,32.4%,Algorithms,"Array, Divide and Conquer, Sorting, Quickselect, ",Medium,TRUE,FALSE,FALSE,124316,383699
778,Swim in Rising Water,2160,151,2311,14.3,59.19%,Algorithms,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix, ",Hard,TRUE,TRUE,FALSE,85188,143904
530,Minimum Absolute Difference in BST,2133,124,2257,17.2,56.34%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree, ",Easy,TRUE,FALSE,FALSE,163156,289588
355,Design Twitter,2135,289,2424,7.39,35.15%,Algorithms,"Hash Table, Linked List, Design, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,90992,258899
1463,Cherry Pickup II,2134,22,2156,97,70.66%,Algorithms,"Array, Dynamic Programming, Matrix, ",Hard,TRUE,TRUE,FALSE,61929,87648
228,Summary Ranges,2111,1185,3296,1.78,46.48%,Algorithms,"Array, ",Easy,TRUE,TRUE,FALSE,299921,645313
303,Range Sum Query - Immutable,2112,1677,3789,1.26,56.36%,Algorithms,"Array, Design, Prefix Sum, ",Easy,TRUE,TRUE,TRUE,366109,649561
705,Design HashSet,2113,208,2321,10.16,66.25%,Algorithms,"Array, Hash Table, Linked List, Design, Hash Function, ",Easy,TRUE,TRUE,FALSE,236064,356346
867,Transpose Matrix,2107,400,2507,5.27,63.94%,Algorithms,"Array, Matrix, Simulation, ",Easy,TRUE,TRUE,FALSE,202298,316398
1396,Design Underground System,2097,105,2202,19.97,73.56%,Algorithms,"Hash Table, String, Design, ",Medium,TRUE,TRUE,FALSE,137089,186351
697,Degree of an Array,2103,1338,3441,1.57,55.73%,Algorithms,"Array, Hash Table, ",Easy,TRUE,TRUE,FALSE,154274,276824
515,Find Largest Value in Each Tree Row,2106,85,2191,24.78,64.55%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,196673,304688
187,Repeated DNA Sequences,2107,422,2529,4.99,45.18%,Algorithms,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function, ",Medium,TRUE,TRUE,FALSE,274335,607223
147,Insertion Sort List,2088,801,2889,2.61,49.22%,Algorithms,"Linked List, Sorting, ",Medium,TRUE,TRUE,TRUE,288940,587005
791,Custom Sort String,2083,294,2377,7.09,69.29%,Algorithms,"Hash Table, String, Sorting, ",Medium,TRUE,TRUE,FALSE,185968,268409
172,Factorial Trailing Zeroes,2071,1694,3765,1.22,41.03%,Algorithms,"Math, ",Medium,TRUE,TRUE,FALSE,322282,785468
30,Substring with Concatenation of All Words,2079,1902,3981,1.09,28.35%,Algorithms,"Hash Table, String, Sliding Window, ",Hard,TRUE,TRUE,FALSE,261356,921834
801,Minimum Swaps To Make Sequences Increasing,2061,125,2186,16.49,39.13%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,54075,138179
1155,Number of Dice Rolls With Target Sum,2062,88,2150,23.43,47.78%,Algorithms,"Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,107226,224398
926,Flip String to Monotone Increasing,2062,94,2156,21.94,59.17%,Algorithms,"String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,97884,165435
476,Number Complement,2054,106,2160,19.38,66.88%,Algorithms,"Bit Manipulation, ",Easy,TRUE,TRUE,FALSE,268180,400994
559,Maximum Depth of N-ary Tree,2053,71,2124,28.92,71.23%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, ",Easy,TRUE,TRUE,FALSE,216422,303823
323,Number of Connected Components in an Undirected Graph,2044,67,2111,30.51,61.43%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Medium,FALSE,TRUE,TRUE,263856,429491
877,Stone Game,2046,2076,4122,0.99,69.27%,Algorithms,"Array, Math, Dynamic Programming, Game Theory, ",Medium,TRUE,TRUE,FALSE,158361,228613
712,Minimum ASCII Delete Sum for Two Strings,2033,66,2099,30.8,61.77%,Algorithms,"String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,64946,105141
523,Continuous Subarray Sum,2047,273,2320,7.5,27.4%,Algorithms,"Array, Hash Table, Math, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,298453,1089347
719,Find K-th Smallest Pair Distance,2032,64,2096,31.75,35.42%,Algorithms,"Array, Two Pointers, Binary Search, Sorting, ",Hard,TRUE,TRUE,FALSE,61067,172406
175,Combine Two Tables,2031,192,2223,10.58,70.96%,Database,"Database, ",Easy,TRUE,TRUE,FALSE,559047,787857
688,Knight Probability in Chessboard,2010,297,2307,6.77,51.66%,Algorithms,"Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,82363,159429
865,Smallest Subtree with all the Deepest Nodes,2011,328,2339,6.13,68.08%,Algorithms,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,105506,154976
729,My Calendar I,2006,61,2067,32.89,55.32%,Algorithms,"Binary Search, Design, Segment Tree, Ordered Set, ",Medium,TRUE,TRUE,FALSE,151460,273803
766,Toeplitz Matrix,1993,120,2113,16.61,68.09%,Algorithms,"Array, Matrix, ",Easy,TRUE,TRUE,FALSE,192314,282422
645,Set Mismatch,1998,572,2570,3.49,41.25%,Algorithms,"Array, Hash Table, Bit Manipulation, Sorting, ",Easy,TRUE,TRUE,FALSE,173025,419432
630,Course Schedule III,3066,80,3146,38.33,40.06%,Algorithms,"Array, Greedy, Heap (Priority Queue), ",Hard,TRUE,TRUE,FALSE,91973,229575
1254,Number of Closed Islands,2021,46,2067,43.93,63.62%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, ",Medium,TRUE,FALSE,FALSE,95751,150500
958,Check Completeness of a Binary Tree,1990,29,2019,68.62,53.71%,Algorithms,"Tree, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,119164,221886
472,Concatenated Words,2007,226,2233,8.88,43.56%,Algorithms,"Array, String, Dynamic Programming, Depth-First Search, Trie, ",Hard,TRUE,FALSE,FALSE,137523,315693
845,Longest Mountain in Array,1976,60,2036,32.93,39.94%,Algorithms,"Array, Two Pointers, Dynamic Programming, Enumeration, ",Medium,TRUE,TRUE,FALSE,93437,233939
1395,Count Number of Teams,1972,163,2135,12.1,69.12%,Algorithms,"Array, Dynamic Programming, Binary Indexed Tree, ",Medium,TRUE,FALSE,FALSE,88604,128183
363,Max Sum of Rectangle No Larger Than K,1963,109,2072,18.01,40.19%,Algorithms,"Array, Binary Search, Dynamic Programming, Matrix, Ordered Set, ",Hard,TRUE,TRUE,FALSE,80160,199455
1219,Path with Maximum Gold,1959,52,2011,37.67,65.35%,Algorithms,"Array, Backtracking, Matrix, ",Medium,TRUE,FALSE,FALSE,85377,130645
889,Construct Binary Tree from Preorder and Postorder Traversal,1965,86,2051,22.85,70.2%,Algorithms,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree, ",Medium,TRUE,FALSE,FALSE,73822,105157
1672,Richest Customer Wealth,1975,271,2246,7.29,89.06%,Algorithms,"Array, Matrix, ",Easy,TRUE,TRUE,FALSE,317398,356378
769,Max Chunks To Make Sorted,1947,188,2135,10.36,57.77%,Algorithms,"Array, Stack, Greedy, Sorting, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,74187,128405
1312,Minimum Insertion Steps to Make a String Palindrome,1957,27,1984,72.48,64.31%,Algorithms,"String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,51439,79986
176,Second Highest Salary,1940,740,2680,2.62,35.61%,Database,"Database, ",Medium,TRUE,TRUE,FALSE,494264,1387903
1382,Balance a Binary Search Tree,1932,57,1989,33.89,80.3%,Algorithms,"Divide and Conquer, Greedy, Tree, Depth-First Search, Binary Search Tree, Binary Tree, ",Medium,TRUE,FALSE,FALSE,96564,120252
796,Rotate String,1922,87,2009,22.09,52.83%,Algorithms,"String, String Matching, ",Easy,TRUE,TRUE,FALSE,155063,293528
464,Can I Win,1904,303,2207,6.28,29.84%,Algorithms,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask, ",Medium,TRUE,FALSE,FALSE,76783,257307
1288,Remove Covered Intervals,1898,46,1944,41.26,57.39%,Algorithms,"Array, Sorting, ",Medium,TRUE,TRUE,FALSE,98308,171306
565,Array Nesting,1888,142,2030,13.3,56.34%,Algorithms,"Array, Depth-First Search, ",Medium,TRUE,TRUE,FALSE,114681,203556
429,N-ary Tree Level Order Traversal,1899,85,1984,22.34,69%,Algorithms,"Tree, Breadth-First Search, ",Medium,TRUE,TRUE,FALSE,183364,265738
1162,As Far from Land as Possible,1908,62,1970,30.77,48.14%,Algorithms,"Array, Dynamic Programming, Breadth-First Search, Matrix, ",Medium,TRUE,FALSE,FALSE,65727,136539
1376,Time Needed to Inform All Employees,1914,122,2036,15.69,58.27%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, ",Medium,TRUE,FALSE,FALSE,99744,171170
950,Reveal Cards In Increasing Order,1887,281,2168,6.72,77.29%,Algorithms,"Array, Queue, Sorting, Simulation, ",Medium,TRUE,TRUE,FALSE,58796,76072
1137,N-th Tribonacci Number,1901,108,2009,17.6,63.14%,Algorithms,"Math, Dynamic Programming, Memoization, ",Easy,TRUE,TRUE,FALSE,291248,461282
383,Ransom Note,1890,323,2213,5.85,56.09%,Algorithms,"Hash Table, String, Counting, ",Easy,TRUE,TRUE,FALSE,416655,742778
1461,Check If a String Contains All Binary Codes of Size K,1868,87,1955,21.47,56.84%,Algorithms,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function, ",Medium,TRUE,TRUE,FALSE,99659,175323
890,Find and Replace Pattern,1869,119,1988,15.71,75.58%,Algorithms,"Array, Hash Table, String, ",Medium,TRUE,TRUE,FALSE,99835,132086
1345,Jump Game IV,1872,75,1947,24.96,44.26%,Algorithms,"Array, Hash Table, Breadth-First Search, ",Hard,TRUE,TRUE,FALSE,74350,167976
725,Split Linked List in Parts,1866,198,2064,9.42,56.94%,Algorithms,"Linked List, ",Medium,TRUE,TRUE,FALSE,98307,172665
68,Text Justification,1872,3020,4892,0.62,35.67%,Algorithms,"Array, String, Simulation, ",Hard,TRUE,FALSE,FALSE,254339,713113
1353,Maximum Number of Events That Can Be Attended,1872,263,2135,7.12,33.39%,Algorithms,"Array, Greedy, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,57072,170906
1679,Max Number of K-Sum Pairs,1852,40,1892,46.3,57.54%,Algorithms,"Array, Hash Table, Two Pointers, Sorting, ",Medium,TRUE,TRUE,FALSE,110671,192336
554,Brick Wall,1843,104,1947,17.72,52.74%,Algorithms,"Array, Hash Table, ",Medium,TRUE,TRUE,TRUE,102577,194496
589,N-ary Tree Preorder Traversal,1862,90,1952,20.69,76.32%,Algorithms,"Stack, Tree, Depth-First Search, ",Easy,TRUE,TRUE,FALSE,241692,316699
1248,Count Number of Nice Subarrays,1844,46,1890,40.09,58.86%,Algorithms,"Array, Hash Table, Math, Sliding Window, ",Medium,TRUE,FALSE,FALSE,57068,96963
1315,Sum of Nodes with Even-Valued Grandparent,1844,58,1902,31.79,85.37%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,104620,122551
694,Number of Distinct Islands,1833,106,1939,17.29,60.15%,Algorithms,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function, ",Medium,FALSE,TRUE,TRUE,128601,213788
929,Unique Email Addresses,1837,247,2084,7.44,67.27%,Algorithms,"Array, Hash Table, String, ",Easy,TRUE,TRUE,FALSE,367265,545956
642,Design Search Autocomplete System,1833,124,1957,14.78,48.45%,Algorithms,"String, Design, Trie, Data Stream, ",Hard,FALSE,FALSE,FALSE,117415,242341
256,Paint House,1832,122,1954,15.02,59.27%,Algorithms,"Array, Dynamic Programming, ",Medium,FALSE,TRUE,FALSE,160756,271249
922,Sort Array By Parity II,1831,72,1903,25.43,70.69%,Algorithms,"Array, Two Pointers, Sorting, ",Easy,TRUE,TRUE,TRUE,189160,267582
8,String to Integer (atoi),1844,5384,7228,0.34,16.56%,Algorithms,"String, ",Medium,TRUE,TRUE,FALSE,1033235,6239534
779,K-th Symbol in Grammar,1840,252,2092,7.3,40.11%,Algorithms,"Math, Bit Manipulation, Recursion, ",Medium,TRUE,FALSE,FALSE,89768,223781
1239,Maximum Length of a Concatenated String with Unique Characters,1813,159,1972,11.4,50.49%,Algorithms,"Array, String, Backtracking, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,109180,216250
1642,Furthest Building You Can Reach,3555,77,3632,46.17,48.13%,Algorithms,"Array, Greedy, Heap (Priority Queue), ",Medium,TRUE,TRUE,FALSE,95120,197636
1221,Split a String in Balanced Strings,1793,770,2563,2.33,84.52%,Algorithms,"String, Greedy, Counting, ",Easy,TRUE,FALSE,FALSE,203748,241055
1031,Maximum Sum of Two Non-Overlapping Subarrays,1788,70,1858,25.54,59.27%,Algorithms,"Array, Dynamic Programming, Sliding Window, ",Medium,TRUE,FALSE,FALSE,51319,86591
807,Max Increase to Keep City Skyline,1781,433,2214,4.11,85.65%,Algorithms,"Array, Greedy, Matrix, ",Medium,TRUE,TRUE,FALSE,126863,148119
1146,Snapshot Array,1773,263,2036,6.74,37.11%,Algorithms,"Array, Hash Table, Binary Search, Design, ",Medium,TRUE,FALSE,FALSE,117784,317388
744,Find Smallest Letter Greater Than Target,1793,1647,3440,1.09,44.88%,Algorithms,"Array, Binary Search, ",Easy,TRUE,TRUE,FALSE,208749,465175
382,Linked List Random Node,1760,444,2204,3.96,59.12%,Algorithms,"Linked List, Math, Reservoir Sampling, Randomized, ",Medium,TRUE,TRUE,FALSE,154080,260636
622,Design Circular Queue,1765,175,1940,10.09,48.78%,Algorithms,"Array, Linked List, Design, Queue, ",Medium,TRUE,TRUE,FALSE,181561,372168
682,Baseball Game,1751,1673,3424,1.05,73.3%,Algorithms,"Array, Stack, Simulation, ",Easy,TRUE,TRUE,FALSE,200909,274106
942,DI String Match,1750,683,2433,2.56,76.07%,Algorithms,"Array, Math, Two Pointers, String, Greedy, ",Easy,TRUE,TRUE,FALSE,109804,144345
159,Longest Substring with At Most Two Distinct Characters,1752,26,1778,67.38,52.89%,Algorithms,"Hash Table, String, Sliding Window, ",Medium,FALSE,TRUE,TRUE,197397,373227
331,Verify Preorder Serialization of a Binary Tree,1746,87,1833,20.07,43.83%,Algorithms,"String, Stack, Tree, Binary Tree, ",Medium,TRUE,TRUE,FALSE,115674,263935
414,Third Maximum Number,1757,2357,4114,0.75,32.01%,Algorithms,"Array, Sorting, ",Easy,TRUE,TRUE,FALSE,339695,1061240
1089,Duplicate Zeros,1749,552,2301,3.17,51.27%,Algorithms,"Array, Two Pointers, ",Easy,TRUE,TRUE,FALSE,281111,548294
872,Leaf-Similar Trees,1747,55,1802,31.76,65.01%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,169189,260249
1314,Matrix Block Sum,1748,274,2022,6.38,75.31%,Algorithms,"Array, Matrix, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,62772,83354
657,Robot Return to Origin,1733,718,2451,2.41,75.11%,Algorithms,"String, Simulation, ",Easy,TRUE,TRUE,FALSE,334639,445512
674,Longest Continuous Increasing Subsequence,1737,165,1902,10.53,48.64%,Algorithms,"Array, ",Easy,TRUE,TRUE,FALSE,197930,406922
1014,Best Sightseeing Pair,1743,42,1785,41.5,59.02%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,62014,105071
1079,Letter Tile Possibilities,1736,48,1784,36.17,76.19%,Algorithms,"String, Backtracking, ",Medium,TRUE,FALSE,FALSE,70741,92846
1044,Longest Duplicate Substring,1726,337,2063,5.12,30.95%,Algorithms,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function, ",Hard,TRUE,TRUE,FALSE,54431,175855
1482,Minimum Number of Days to Make m Bouquets,1738,41,1779,42.39,56.61%,Algorithms,"Array, Binary Search, ",Medium,TRUE,FALSE,FALSE,40921,72289
348,Design Tic-Tac-Toe,1712,102,1814,16.78,57.36%,Algorithms,"Array, Hash Table, Design, Matrix, ",Medium,FALSE,TRUE,FALSE,187807,327395
937,Reorder Data in Log Files,1714,4000,5714,0.43,56.11%,Algorithms,"Array, String, Sorting, ",Easy,TRUE,TRUE,FALSE,306330,545972
1035,Uncrossed Lines,1719,28,1747,61.39,58.21%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,69399,119227
1081,Smallest Subsequence of Distinct Characters,1722,148,1870,11.64,57.04%,Algorithms,"String, Stack, Greedy, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,40543,71077
1122,Relative Sort Array,1719,105,1824,16.37,68.24%,Algorithms,"Array, Hash Table, Sorting, Counting Sort, ",Easy,TRUE,FALSE,FALSE,129423,189667
325,Maximum Size Subarray Sum Equals k,1712,48,1760,35.67,49.26%,Algorithms,"Array, Hash Table, ",Medium,FALSE,TRUE,FALSE,158925,322606
765,Couples Holding Hands,1690,89,1779,18.99,56.69%,Algorithms,"Greedy, Depth-First Search, Breadth-First Search, Union Find, Graph, ",Hard,TRUE,TRUE,FALSE,45347,79994
838,Push Dominoes,1685,113,1798,14.91,52.44%,Algorithms,"Two Pointers, String, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,59128,112756
477,Total Hamming Distance,1692,81,1773,20.89,52.03%,Algorithms,"Array, Math, Bit Manipulation, ",Medium,TRUE,TRUE,FALSE,89520,172042
795,Number of Subarrays with Bounded Maximum,1688,95,1783,17.77,52.4%,Algorithms,"Array, Two Pointers, ",Medium,TRUE,TRUE,FALSE,53760,102588
1329,Sort the Matrix Diagonally,1687,180,1867,9.37,81.4%,Algorithms,"Array, Sorting, Matrix, ",Medium,TRUE,TRUE,TRUE,86451,106207
951,Flip Equivalent Binary Trees,1690,76,1766,22.24,66.74%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,TRUE,FALSE,113079,169425
925,Long Pressed Name,1682,250,1932,6.73,34.38%,Algorithms,"Two Pointers, String, ",Easy,TRUE,FALSE,FALSE,96656,281109
381,Insert Delete GetRandom O(1) - Duplicates allowed,1679,122,1801,13.76,35.57%,Algorithms,"Array, Hash Table, Math, Design, Randomized, ",Hard,TRUE,TRUE,FALSE,111317,312978
643,Maximum Average Subarray I,1683,161,1844,10.45,43.66%,Algorithms,"Array, Sliding Window, ",Easy,TRUE,TRUE,FALSE,149515,342462
783,Minimum Distance Between BST Nodes,1683,321,2004,5.24,56.35%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree, ",Easy,TRUE,TRUE,FALSE,125080,221958
345,Reverse Vowels of a String,1678,1889,3567,0.89,47.13%,Algorithms,"Two Pointers, String, ",Easy,TRUE,FALSE,FALSE,359422,762697
563,Binary Tree Tilt,1670,1936,3606,0.86,58.75%,Algorithms,"Tree, Depth-First Search, Binary Tree, ",Easy,TRUE,TRUE,FALSE,170225,289760
857,Minimum Cost to Hire K Workers,1666,206,1872,8.09,51.76%,Algorithms,"Array, Greedy, Sorting, Heap (Priority Queue), ",Hard,TRUE,TRUE,FALSE,51966,100395
1710,Maximum Units on a Truck,1665,112,1777,14.87,72.09%,Algorithms,"Array, Greedy, Sorting, ",Easy,TRUE,TRUE,FALSE,148762,206369
1291,Sequential Digits,1656,99,1755,16.73,60.95%,Algorithms,"Enumeration, ",Medium,TRUE,TRUE,FALSE,78767,129231
473,Matchsticks to Square,1660,129,1789,12.87,40.25%,Algorithms,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Medium,TRUE,TRUE,FALSE,78885,195980
520,Detect Capital,1651,368,2019,4.49,55.69%,Algorithms,"String, ",Easy,TRUE,TRUE,FALSE,266873,479228
1431,Kids With the Greatest Number of Candies,1663,280,1943,5.94,87.7%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,317813,362399
636,Exclusive Time of Functions,1645,2440,4085,0.67,60.58%,Algorithms,"Array, Stack, ",Medium,TRUE,FALSE,FALSE,175117,289070
690,Employee Importance,1648,1253,2901,1.32,64.43%,Algorithms,"Hash Table, Depth-First Search, Breadth-First Search, ",Medium,TRUE,TRUE,FALSE,177421,275365
685,Redundant Connection II,1654,269,1923,6.15,33.89%,Algorithms,"Depth-First Search, Breadth-First Search, Union Find, Graph, ",Hard,TRUE,FALSE,FALSE,53579,158078
590,N-ary Tree Postorder Traversal,1653,85,1738,19.45,76.41%,Algorithms,"Stack, Tree, Depth-First Search, ",Easy,TRUE,TRUE,FALSE,187556,245468
1000,Minimum Cost to Merge Stones,1650,83,1733,19.88,42.11%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,28903,68636
689,Maximum Sum of 3 Non-Overlapping Subarrays,1638,98,1736,16.71,48.61%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,TRUE,FALSE,63322,130256
668,Kth Smallest Number in Multiplication Table,1644,47,1691,34.98,51.28%,Algorithms,"Math, Binary Search, ",Hard,TRUE,TRUE,FALSE,49776,97073
165,Compare Version Numbers,1642,2259,3901,0.73,34.8%,Algorithms,"Two Pointers, String, ",Medium,TRUE,TRUE,FALSE,321363,923568
166,Fraction to Recurring Decimal,1630,3022,4652,0.54,23.74%,Algorithms,"Hash Table, Math, String, ",Medium,TRUE,TRUE,FALSE,186619,786033
1675,Minimize Deviation in Array,1619,85,1704,19.05,52.41%,Algorithms,"Array, Greedy, Heap (Priority Queue), Ordered Set, ",Hard,TRUE,TRUE,FALSE,43755,83479
813,Largest Sum of Averages,1612,83,1695,19.42,52.67%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,TRUE,FALSE,41093,78027
990,Satisfiability of Equality Equations,1618,20,1638,80.9,50.31%,Algorithms,"Array, String, Union Find, Graph, ",Medium,TRUE,TRUE,FALSE,53121,105589
535,Encode and Decode TinyURL,1604,3128,4732,0.51,85.51%,Algorithms,"Hash Table, String, Design, Hash Function, ",Medium,TRUE,TRUE,FALSE,207192,242308
317,Shortest Distance from All Buildings,1595,187,1782,8.53,43.21%,Algorithms,"Array, Breadth-First Search, Matrix, ",Hard,FALSE,TRUE,FALSE,141270,326919
327,Count of Range Sum,1594,167,1761,9.54,36.12%,Algorithms,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set, ",Hard,TRUE,FALSE,FALSE,60922,168676
594,Longest Harmonious Subsequence,1593,153,1746,10.41,52.82%,Algorithms,"Array, Hash Table, Sorting, ",Easy,TRUE,TRUE,FALSE,118426,224205
1937,Maximum Number of Points with Cost,1609,95,1704,16.94,35.8%,Algorithms,"Array, Dynamic Programming, ",Medium,TRUE,FALSE,FALSE,42420,118483
284,Peeking Iterator,1583,930,2513,1.7,57.76%,Algorithms,"Array, Design, Iterator, ",Medium,TRUE,TRUE,FALSE,193781,335511
745,Prefix and Suffix Search,1955,452,2407,4.33,41.39%,Algorithms,"String, Design, Trie, ",Hard,TRUE,TRUE,FALSE,84129,203249
896,Monotonic Array,1588,57,1645,27.86,58.33%,Algorithms,"Array, ",Easy,TRUE,TRUE,FALSE,214702,368108
1074,Number of Submatrices That Sum to Target,1584,38,1622,41.68,66.37%,Algorithms,"Array, Hash Table, Matrix, Prefix Sum, ",Hard,TRUE,TRUE,FALSE,49297,74271
38,Count and Say,1602,3885,5487,0.41,49.01%,Algorithms,"String, ",Medium,TRUE,FALSE,FALSE,637889,1301465
1466,Reorder Routes to Make All Paths Lead to the City Zero,1590,40,1630,39.75,61.27%,Algorithms,"Depth-First Search, Breadth-First Search, Graph, ",Medium,TRUE,FALSE,FALSE,56714,92565
648,Replace Words,1580,156,1736,10.13,62.29%,Algorithms,"Array, Hash Table, String, Trie, ",Medium,TRUE,TRUE,FALSE,99652,159989
362,Design Hit Counter,1570,138,1708,11.38,67.65%,Algorithms,"Array, Hash Table, Binary Search, Design, Queue, ",Medium,FALSE,TRUE,FALSE,169311,250257
508,Most Frequent Subtree Sum,1568,237,1805,6.62,63.28%,Algorithms,"Hash Table, Tree, Depth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,111097,175573
342,Power of Four,1567,289,1856,5.42,44.34%,Algorithms,"Math, Bit Manipulation, Recursion, ",Easy,TRUE,TRUE,FALSE,307346,693131
1359,Count All Valid Pickup and Delivery Options,1560,144,1704,10.83,63.23%,Algorithms,"Math, Dynamic Programming, Combinatorics, ",Hard,TRUE,TRUE,FALSE,52701,83351
1504,Count Submatrices With All Ones,1564,122,1686,12.82,58.32%,Algorithms,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack, ",Medium,TRUE,FALSE,FALSE,36976,63400
707,Design Linked List,1580,1228,2808,1.29,27.11%,Algorithms,"Linked List, Design, ",Medium,TRUE,TRUE,FALSE,199449,735710
