,Click to star the Github Repo,,,,,,,Connect/Follow on LinkedIn,,,,Last updated:,2022-06-22 12:30 (GMT),
Q. No.,Name / Link,"Likes
(L)","Dislikes
(D)","Reactions
(L+D)","L/D
Ratio","Acceptance
Rate",Category,Topic Tags,Difficulty,Free?,"Has
Solution?","Has Video
Solution?","Total
Accepted","Total
Submitted"
2144,Minimum Cost of Buying Candies With Discount,273,10,283,27.3,60.87%,Algorithms,"Array, Greedy, Sorting, ",Easy,TRUE,FALSE,FALSE,24044,39498
483,Smallest Good Base,269,437,706,0.62,38.02%,Algorithms,"Math, Binary Search, ",Hard,TRUE,FALSE,FALSE,17140,45087
2106,Maximum Fruits Harvested After at Most K Steps,272,15,287,18.13,35.24%,Algorithms,"Array, Binary Search, Sliding Window, Prefix Sum, ",Hard,TRUE,FALSE,FALSE,6594,18713
1317,Convert Integer to the Sum of Two No-Zero Integers,269,221,490,1.22,56.67%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,31114,54906
1897,Redistribute Characters to Make All Strings Equal,269,33,302,8.15,60.06%,Algorithms,"Hash Table, String, Counting, ",Easy,TRUE,FALSE,FALSE,23122,38500
195,Tenth Line,269,347,616,0.78,32.84%,Shell,"Shell, ",Easy,TRUE,FALSE,FALSE,74767,227705
2193,Minimum Number of Moves to Make Palindrome,277,50,327,5.54,43.7%,Algorithms,"Two Pointers, String, Greedy, Binary Indexed Tree, ",Hard,TRUE,FALSE,FALSE,6170,14119
1819,Number of Different Subsequences GCDs,267,33,300,8.09,37.23%,Algorithms,"Array, Math, Counting, Number Theory, ",Hard,TRUE,FALSE,FALSE,5854,15724
1238,Circular Permutation in Binary Representation,269,158,427,1.7,68.37%,Algorithms,"Math, Backtracking, Bit Manipulation, ",Medium,TRUE,FALSE,FALSE,12587,18411
2169,Count Operations to Obtain Zero,272,7,279,38.86,75.55%,Algorithms,"Math, Simulation, ",Easy,TRUE,FALSE,FALSE,34009,45015
808,Soup Servings,265,768,1033,0.35,42.64%,Algorithms,"Math, Dynamic Programming, Probability and Statistics, ",Medium,TRUE,FALSE,FALSE,15211,35676
1602,Find Nearest Right Node in Binary Tree,266,9,275,29.56,75.32%,Algorithms,"Tree, Breadth-First Search, Binary Tree, ",Medium,FALSE,TRUE,TRUE,18816,24980
1840,Maximum Building Height,266,9,275,29.56,35.14%,Algorithms,"Array, Math, ",Hard,TRUE,FALSE,FALSE,5202,14804
1507,Reformat Date,267,339,606,0.79,62.07%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,42634,68685
1916,Count Ways to Build Rooms in an Ant Colony,266,37,303,7.19,48.28%,Algorithms,"Math, Dynamic Programming, Tree, Graph, Topological Sort, Combinatorics, ",Hard,TRUE,FALSE,FALSE,3861,7997
1321,Restaurant Growth,264,44,308,6,72.36%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,22695,31364
1164,Product Price at a Given Date,268,70,338,3.83,68.35%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,32122,46998
982,Triples with Bitwise AND Equal To Zero,265,186,451,1.42,57.65%,Algorithms,"Array, Hash Table, Bit Manipulation, ",Hard,TRUE,FALSE,FALSE,12624,21899
2097,Valid Arrangement of Pairs,265,11,276,24.09,40.1%,Algorithms,"Depth-First Search, Graph, Eulerian Circuit, ",Hard,TRUE,FALSE,FALSE,4905,12233
2215,Find the Difference of Two Arrays,274,9,283,30.44,69.33%,Algorithms,"Array, Hash Table, ",Easy,TRUE,FALSE,FALSE,28948,41752
2207,Maximize Number of Subsequences in a String,269,12,281,22.42,31.8%,Algorithms,"String, Greedy, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,11991,37703
1280,Students and Examinations,265,34,299,7.79,74.35%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,25858,34777
1119,Remove Vowels from a String,265,102,367,2.6,90.76%,Algorithms,"String, ",Easy,FALSE,FALSE,FALSE,84340,92931
755,Pour Water,263,622,885,0.42,45.78%,Algorithms,"Array, Simulation, ",Medium,FALSE,FALSE,FALSE,31058,67843
2119,A Number After a Double Reversal,268,19,287,14.11,76.25%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,32184,42208
816,Ambiguous Coordinates,262,592,854,0.44,56%,Algorithms,"String, Backtracking, ",Medium,TRUE,TRUE,FALSE,25869,46198
1622,Fancy Sequence,262,92,354,2.85,15.6%,Algorithms,"Math, Design, Segment Tree, ",Hard,TRUE,FALSE,FALSE,7472,47883
964,Least Operators to Express Number,262,65,327,4.03,47.49%,Algorithms,"Math, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,8095,17047
2186,Minimum Number of Steps to Make Two Strings Anagram II,262,5,267,52.4,71.16%,Algorithms,"Hash Table, String, Counting, ",Medium,TRUE,FALSE,FALSE,23337,32793
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,261,198,459,1.32,56.72%,Algorithms,"Array, Hash Table, String, ",Medium,TRUE,FALSE,FALSE,19120,33707
2071,Maximum Number of Tasks You Can Assign,266,13,279,20.46,36.12%,Algorithms,"Array, Binary Search, Greedy, Queue, Sorting, Monotonic Queue, ",Hard,TRUE,FALSE,FALSE,5215,14438
2157,Groups of Strings,262,42,304,6.24,24.84%,Algorithms,"String, Bit Manipulation, Union Find, ",Hard,TRUE,FALSE,FALSE,5920,23851
1687,Delivering Boxes from Storage to Ports,260,17,277,15.29,38.17%,Algorithms,"Array, Dynamic Programming, Segment Tree, Queue, Heap (Priority Queue), Monotonic Queue, ",Hard,TRUE,FALSE,FALSE,3989,10451
335,Self Crossing,258,453,711,0.57,29.14%,Algorithms,"Array, Math, Geometry, ",Hard,TRUE,FALSE,FALSE,27921,95814
613,Shortest Distance in a Line,258,36,294,7.17,81.29%,Database,"Database, ",Easy,FALSE,TRUE,FALSE,52769,64914
2150,Find All Lonely Numbers in the Array,265,35,300,7.57,60.51%,Algorithms,"Array, Hash Table, Counting, ",Medium,TRUE,FALSE,FALSE,25106,41491
970,Powerful Integers,259,64,323,4.05,43.56%,Algorithms,"Hash Table, Math, ",Medium,TRUE,TRUE,FALSE,46867,107592
2197,Replace Non-Coprime Numbers in Array,259,7,266,37,36.24%,Algorithms,"Array, Math, Stack, Number Theory, ",Hard,TRUE,FALSE,FALSE,8287,22870
2138,Divide a String Into Groups of Size k,261,12,273,21.75,65.44%,Algorithms,"String, Simulation, ",Easy,TRUE,FALSE,FALSE,26505,40501
1766,Tree of Coprimes,259,22,281,11.77,38.32%,Algorithms,"Math, Tree, Depth-First Search, Breadth-First Search, ",Hard,TRUE,FALSE,FALSE,5811,15163
1639,Number of Ways to Form a Target String Given a Dictionary,258,13,271,19.85,42.64%,Algorithms,"Array, String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,6993,16399
1175,Prime Arrangements,261,368,629,0.71,53.04%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,20664,38961
602,Friend Requests II: Who Has the Most Friends,255,73,328,3.49,60.94%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,50532,82927
1977,Number of Ways to Separate Numbers,257,34,291,7.56,22.02%,Algorithms,"String, Dynamic Programming, Suffix Array, ",Hard,TRUE,FALSE,FALSE,3052,13864
1016,Binary String With Substrings Representing 1 To N,255,466,721,0.55,57.84%,Algorithms,"String, ",Medium,TRUE,FALSE,FALSE,29536,51067
1873,Calculate Special Bonus,266,22,288,12.09,77.4%,Database,"Database, ",Easy,TRUE,FALSE,FALSE,42897,55415
1889,Minimum Space Wasted From Packaging,255,27,282,9.44,30.34%,Algorithms,"Array, Binary Search, Sorting, Prefix Sum, ",Hard,TRUE,FALSE,FALSE,8065,26585
1053,Previous Permutation With One Swap,257,24,281,10.71,51.34%,Algorithms,"Array, Greedy, ",Medium,TRUE,FALSE,FALSE,31858,62047
2259,Remove Digit From Number to Maximize Result,265,14,279,18.93,46.85%,Algorithms,"String, Greedy, Enumeration, ",Easy,TRUE,FALSE,FALSE,23883,50978
1740,Find Distance in a Binary Tree,255,10,265,25.5,68.57%,Algorithms,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,FALSE,FALSE,FALSE,12268,17892
1228,Missing Number In Arithmetic Progression,250,33,283,7.58,51.18%,Algorithms,"Array, Math, ",Easy,FALSE,TRUE,TRUE,21238,41496
1154,Day of the Year,251,321,572,0.78,50.78%,Algorithms,"Math, String, ",Easy,TRUE,FALSE,FALSE,34453,67853
840,Magic Squares In Grid,251,1472,1723,0.17,38.42%,Algorithms,"Array, Math, Matrix, ",Medium,TRUE,FALSE,FALSE,32631,84943
1447,Simplified Fractions,250,32,282,7.81,64.21%,Algorithms,"Math, String, Number Theory, ",Medium,TRUE,FALSE,FALSE,21613,33659
1881,Maximum Value after Insertion,249,45,294,5.53,36.03%,Algorithms,"String, Greedy, ",Medium,TRUE,FALSE,FALSE,18841,52298
2180,Count Integers With Even Digit Sum,259,16,275,16.19,64.3%,Algorithms,"Math, Simulation, ",Easy,TRUE,FALSE,FALSE,27115,42171
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,248,46,294,5.39,39.42%,Algorithms,"Array, Hash Table, Math, Two Pointers, ",Medium,TRUE,FALSE,FALSE,15761,39980
1737,Change Minimum Characters to Satisfy One of Three Conditions,247,271,518,0.91,34.7%,Algorithms,"Hash Table, String, Counting, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,9916,28573
749,Contain Virus,246,371,617,0.66,50.33%,Algorithms,"Array, Depth-First Search, Breadth-First Search, Matrix, Simulation, ",Hard,TRUE,FALSE,FALSE,8522,16933
2185,Counting Words With a Given Prefix,248,7,255,35.43,77.34%,Algorithms,"Array, String, ",Easy,TRUE,FALSE,FALSE,34425,44511
1084,Sales Analysis III,259,68,327,3.81,53.93%,Database,"Database, ",Easy,TRUE,FALSE,FALSE,52233,96849
2261,K Divisible Elements Subarrays,254,100,354,2.54,45.5%,Algorithms,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration, ",Medium,TRUE,FALSE,FALSE,13501,29671
196,Delete Duplicate Emails,266,48,314,5.54,54.46%,Database,"Database, ",Easy,TRUE,TRUE,FALSE,242423,445170
597,Friend Requests I: Overall Acceptance Rate,245,605,850,0.4,42.65%,Database,"Database, ",Easy,FALSE,TRUE,FALSE,59881,140397
1258,Synonymous Sentences,247,99,346,2.49,56.7%,Algorithms,"Array, Hash Table, String, Backtracking, Union Find, ",Medium,FALSE,FALSE,FALSE,14811,26120
2094,Finding 3-Digit Even Numbers,245,185,430,1.32,56.69%,Algorithms,"Array, Hash Table, Sorting, Enumeration, ",Easy,TRUE,FALSE,FALSE,16592,29271
1230,Toss Strange Coins,244,23,267,10.61,52.91%,Algorithms,"Math, Dynamic Programming, Probability and Statistics, ",Medium,FALSE,FALSE,FALSE,10574,19982
1185,Day of the Week,248,1953,2201,0.13,58.21%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,44817,76990
1212,Team Scores in Football Tournament,242,19,261,12.74,57.48%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,26318,45785
758,Bold Words in String,242,118,360,2.05,50.4%,Algorithms,"Array, Hash Table, String, Trie, String Matching, ",Medium,FALSE,FALSE,FALSE,16864,33458
2172,Maximum AND Sum of Array,244,11,255,22.18,43.64%,Algorithms,"Array, Dynamic Programming, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,5718,13102
569,Median Employee Salary,242,131,373,1.85,67.3%,Database,"Database, ",Hard,FALSE,FALSE,FALSE,28612,42512
2038,Remove Colored Pieces if Both Neighbors are the Same Color,243,21,264,11.57,56.79%,Algorithms,"Math, String, Greedy, Game Theory, ",Medium,TRUE,FALSE,FALSE,13445,23674
1393,Capital Gain/Loss,249,25,274,9.96,90.49%,Database,"Database, ",Medium,TRUE,FALSE,FALSE,35338,39050
1625,Lexicographically Smallest String After Applying Operations,244,229,473,1.07,65.84%,Algorithms,"String, Breadth-First Search, ",Medium,TRUE,FALSE,FALSE,10699,16251
2210,Count Hills and Valleys in an Array,244,53,297,4.6,56.85%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,20489,36040
1037,Valid Boomerang,243,367,610,0.66,37.55%,Algorithms,"Array, Math, Geometry, ",Easy,TRUE,FALSE,FALSE,32639,86925
2132,Stamping the Grid,242,25,267,9.68,29.83%,Algorithms,"Array, Greedy, Matrix, Prefix Sum, ",Hard,TRUE,FALSE,FALSE,3929,13173
1868,Product of Two Run-Length Encoded Arrays,240,43,283,5.58,57.87%,Algorithms,"Array, Two Pointers, ",Medium,FALSE,FALSE,FALSE,21730,37551
1952,Three Divisors,242,18,260,13.44,56.67%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,28224,49802
2234,Maximum Total Beauty of the Gardens,242,24,266,10.08,26.88%,Algorithms,"Array, Two Pointers, Binary Search, Greedy, Sorting, ",Hard,TRUE,FALSE,FALSE,3710,13803
1993,Operations on Tree,240,43,283,5.58,42.73%,Algorithms,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Design, ",Medium,TRUE,FALSE,FALSE,7441,17415
511,Game Play Analysis I,250,12,262,20.83,80.17%,Database,"Database, ",Easy,TRUE,FALSE,FALSE,81947,102218
1961,Check If String Is a Prefix of Array,238,36,274,6.61,54.4%,Algorithms,"Array, String, ",Easy,TRUE,FALSE,FALSE,27211,50021
1511,Customer Order Frequency,238,49,287,4.86,73.35%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,29366,40035
1815,Maximum Number of Groups Getting Fresh Donuts,238,16,254,14.88,39.97%,Algorithms,"Array, Dynamic Programming, Bit Manipulation, Memoization, Bitmask, ",Hard,TRUE,FALSE,FALSE,4435,11097
1994,The Number of Good Subsets,238,8,246,29.75,34.22%,Algorithms,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,3851,11255
2257,Count Unguarded Cells in the Grid,242,21,263,11.52,51.38%,Algorithms,"Array, Matrix, Simulation, ",Medium,TRUE,FALSE,FALSE,9604,18692
1251,Average Selling Price,239,24,263,9.96,83.29%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,37702,45266
1065,Index Pairs of a String,236,78,314,3.03,62.64%,Algorithms,"Array, String, Trie, Sorting, ",Easy,FALSE,FALSE,FALSE,17745,28327
1936,Add Minimum Number of Rungs,237,19,256,12.47,42.55%,Algorithms,"Array, Greedy, ",Medium,TRUE,FALSE,FALSE,19457,45727
1957,Delete Characters to Make Fancy String,237,10,247,23.7,56.89%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,20225,35553
1401,Circle and Rectangle Overlapping,235,57,292,4.12,43.88%,Algorithms,"Math, Geometry, ",Medium,TRUE,FALSE,FALSE,10119,23063
2122,Recover the Original Array,234,27,261,8.67,37.64%,Algorithms,"Array, Hash Table, Sorting, Enumeration, ",Hard,TRUE,FALSE,FALSE,6784,18021
753,Cracking the Safe,236,44,280,5.36,54.88%,Algorithms,"Depth-First Search, Graph, Eulerian Circuit, ",Hard,TRUE,FALSE,FALSE,47307,86203
1564,Put Boxes Into the Warehouse I,232,19,251,12.21,64.65%,Algorithms,"Array, Greedy, Sorting, ",Medium,FALSE,TRUE,FALSE,10534,16293
1655,Distribute Repeating Integers,234,15,249,15.6,40.13%,Algorithms,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask, ",Hard,TRUE,FALSE,FALSE,8297,20675
2001,Number of Pairs of Interchangeable Rectangles,233,21,254,11.1,43.62%,Algorithms,"Array, Hash Table, Math, Counting, Number Theory, ",Medium,TRUE,FALSE,FALSE,17001,38977
2176,Count Equal and Divisible Pairs in an Array,237,8,245,29.63,80.39%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,28326,35234
2027,Minimum Moves to Convert String,238,48,286,4.96,53.56%,Algorithms,"String, Greedy, ",Easy,TRUE,FALSE,FALSE,19728,36832
1133,Largest Unique Number,231,16,247,14.44,67.45%,Algorithms,"Array, Hash Table, Sorting, ",Easy,FALSE,TRUE,FALSE,29787,44161
1938,Maximum Genetic Difference Query,234,10,244,23.4,39.03%,Algorithms,"Array, Bit Manipulation, Trie, ",Hard,TRUE,FALSE,FALSE,3463,8873
1225,Report Contiguous Dates,232,18,250,12.89,63.47%,Database,"Database, ",Hard,FALSE,FALSE,FALSE,14554,22931
571,Find Median Given Frequency of Numbers,232,67,299,3.46,44.43%,Database,"Database, ",Hard,FALSE,FALSE,FALSE,19900,44785
2208,Minimum Operations to Halve Array Sum,236,10,246,23.6,44.24%,Algorithms,"Array, Greedy, Heap (Priority Queue), ",Medium,TRUE,FALSE,FALSE,13099,29609
570,Managers with at Least 5 Direct Reports,235,35,270,6.71,67.09%,Database,"Database, ",Medium,FALSE,TRUE,FALSE,61850,92196
2225,Find Players With Zero or One Losses,234,15,249,15.6,68.31%,Algorithms,"Array, Hash Table, Sorting, Counting, ",Medium,TRUE,FALSE,FALSE,20504,30016
356,Line Reflection,229,490,719,0.47,34.46%,Algorithms,"Array, Hash Table, Math, ",Medium,FALSE,FALSE,FALSE,32356,93901
2191,Sort the Jumbled Numbers,229,28,257,8.18,44.12%,Algorithms,"Array, Sorting, ",Medium,TRUE,FALSE,FALSE,13096,29683
1659,Maximize Grid Happiness,228,47,275,4.85,37.86%,Algorithms,"Dynamic Programming, Bit Manipulation, Memoization, Bitmask, ",Hard,TRUE,FALSE,FALSE,3758,9925
2028,Find Missing Observations,228,10,238,22.8,42.65%,Algorithms,"Array, Math, Simulation, ",Medium,TRUE,FALSE,FALSE,14127,33120
1813,Sentence Similarity III,230,41,271,5.61,32.73%,Algorithms,"Array, Two Pointers, String, ",Medium,TRUE,FALSE,FALSE,10301,31471
2235,Add Two Integers,247,914,1161,0.27,92.7%,Algorithms,"Math, ",Easy,TRUE,FALSE,FALSE,46981,50683
1601,Maximum Number of Achievable Transfer Requests,227,28,255,8.11,50.95%,Algorithms,"Array, Backtracking, Bit Manipulation, Enumeration, ",Hard,TRUE,FALSE,FALSE,8131,15960
1656,Design an Ordered Stream,230,1886,2116,0.12,84.2%,Algorithms,"Array, Hash Table, Design, Data Stream, ",Easy,TRUE,FALSE,FALSE,40269,47827
2206,Divide Array Into Equal Pairs,235,9,244,26.11,76.29%,Algorithms,"Array, Hash Table, Bit Manipulation, Counting, ",Easy,TRUE,FALSE,FALSE,27784,36419
1586,Binary Search Tree Iterator II,227,27,254,8.41,70.63%,Algorithms,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator, ",Medium,FALSE,TRUE,FALSE,11085,15694
550,Game Play Analysis IV,229,64,293,3.58,44.03%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,42041,95488
1303,Find the Team Size,225,13,238,17.31,90.87%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,44374,48835
1846,Maximum Element After Decreasing and Rearranging,225,52,277,4.33,58.26%,Algorithms,"Array, Greedy, Sorting, ",Medium,TRUE,FALSE,FALSE,14598,25056
1883,Minimum Skips to Arrive at Meeting On Time,224,40,264,5.6,38.6%,Algorithms,"Array, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,4830,12513
1825,Finding MK Average,235,82,317,2.87,34.1%,Algorithms,"Design, Queue, Heap (Priority Queue), Ordered Set, ",Hard,TRUE,FALSE,FALSE,7631,22381
1276,Number of Burgers with No Waste of Ingredients,225,189,414,1.19,50.59%,Algorithms,"Math, ",Medium,TRUE,FALSE,FALSE,18560,36686
1390,Four Divisors,224,152,376,1.47,40.88%,Algorithms,"Array, Math, ",Medium,TRUE,FALSE,FALSE,21106,51625
1954,Minimum Garden Perimeter to Collect Enough Apples,224,65,289,3.45,52.71%,Algorithms,"Math, Binary Search, ",Medium,TRUE,FALSE,FALSE,11548,21907
2068,Check Whether Two Strings are Almost Equivalent,225,8,233,28.13,65.69%,Algorithms,"Hash Table, String, Counting, ",Easy,TRUE,FALSE,FALSE,18974,28883
2126,Destroying Asteroids,226,115,341,1.97,48.81%,Algorithms,"Array, Greedy, Sorting, ",Medium,TRUE,FALSE,FALSE,19881,40730
656,Coin Path,223,99,322,2.25,31.32%,Algorithms,"Array, Dynamic Programming, ",Hard,FALSE,TRUE,FALSE,12601,40231
1073,Adding Two Negabinary Numbers,224,91,315,2.46,36.15%,Algorithms,"Array, Math, ",Medium,TRUE,FALSE,FALSE,12520,34628
610,Triangle Judgement,220,52,272,4.23,70.92%,Database,"Database, ",Easy,FALSE,TRUE,FALSE,52098,73460
1736,Latest Time by Replacing Hidden Digits,220,128,348,1.72,42.12%,Algorithms,"String, Greedy, ",Easy,TRUE,FALSE,FALSE,23266,55242
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",219,179,398,1.22,59%,Algorithms,"Array, Sorting, ",Medium,TRUE,FALSE,FALSE,22966,38924
2074,Reverse Nodes in Even Length Groups,225,212,437,1.06,50.91%,Algorithms,"Linked List, ",Medium,TRUE,FALSE,FALSE,10508,20640
711,Number of Distinct Islands II,218,221,439,0.99,51.3%,Algorithms,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function, ",Hard,FALSE,FALSE,FALSE,8407,16387
1311,Get Watched Videos by Your Friends,221,303,524,0.73,45.36%,Algorithms,"Array, Hash Table, Breadth-First Search, Sorting, ",Medium,TRUE,FALSE,FALSE,15403,33958
1836,Remove Duplicates From an Unsorted Linked List,220,6,226,36.67,69.04%,Algorithms,"Hash Table, Linked List, ",Medium,FALSE,FALSE,FALSE,14524,21037
1694,Reformat Phone Number,218,164,382,1.33,65.08%,Algorithms,"String, ",Easy,TRUE,FALSE,FALSE,25439,39088
2231,Largest Number After Digit Swaps by Parity,223,190,413,1.17,58.69%,Algorithms,"Sorting, Heap (Priority Queue), ",Easy,TRUE,FALSE,FALSE,20651,35186
2200,Find All K-Distant Indices in an Array,220,28,248,7.86,64.05%,Algorithms,"Array, ",Easy,TRUE,FALSE,FALSE,24331,37986
1764,Form Array by Concatenating Subarrays of Another Array,218,25,243,8.72,53.07%,Algorithms,"Array, Greedy, String Matching, ",Medium,TRUE,FALSE,FALSE,10777,20303
1795,Rearrange Products Table,228,12,240,19,90.7%,Database,"Database, ",Easy,TRUE,FALSE,FALSE,26631,29362
2014,Longest Subsequence Repeated k Times,218,54,272,4.04,55.12%,Algorithms,"String, Backtracking, Greedy, Counting, Enumeration, ",Hard,TRUE,FALSE,FALSE,4362,7913
1806,Minimum Number of Operations to Reinitialize a Permutation,217,123,340,1.76,71.03%,Algorithms,"Array, Math, Simulation, ",Medium,TRUE,FALSE,FALSE,13510,19019
2147,Number of Ways to Divide a Long Corridor,214,22,236,9.73,39.78%,Algorithms,"Math, String, Dynamic Programming, ",Hard,TRUE,FALSE,FALSE,7199,18095
2248,Intersection of Multiple Arrays,216,14,230,15.43,69.7%,Algorithms,"Array, Hash Table, Counting, ",Easy,TRUE,FALSE,FALSE,24555,35229
1746,Maximum Subarray Sum After One Operation,215,5,220,43,61.81%,Algorithms,"Array, Dynamic Programming, ",Medium,FALSE,FALSE,FALSE,6044,9779
1560,Most Visited Sector in  a Circular Track,214,451,665,0.47,58.31%,Algorithms,"Array, Simulation, ",Easy,TRUE,FALSE,FALSE,22108,37916
1418,Display Table of Food Orders in a Restaurant,211,355,566,0.59,72.88%,Algorithms,"Array, Hash Table, String, Sorting, Ordered Set, ",Medium,TRUE,FALSE,FALSE,19472,26717
1782,Count Pairs Of Nodes,212,128,340,1.66,37.66%,Algorithms,"Two Pointers, Binary Search, Graph, ",Hard,TRUE,FALSE,FALSE,4533,12038
655,Print Binary Tree,213,241,454,0.88,60.42%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, Binary Tree, ",Medium,TRUE,FALSE,FALSE,52777,87353
1204,Last Person to Fit in the Bus,208,17,225,12.24,73.8%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,30365,41143
2227,Encrypt and Decrypt Strings,208,38,246,5.47,37.85%,Algorithms,"Array, Hash Table, String, Design, Trie, ",Hard,TRUE,FALSE,FALSE,7684,20300
1761,Minimum Degree of a Connected Trio in a Graph,213,223,436,0.96,41.51%,Algorithms,"Graph, ",Hard,TRUE,FALSE,FALSE,16431,39582
1210,Minimum Moves to Reach Target with Rotations,207,59,266,3.51,48.34%,Algorithms,"Array, Breadth-First Search, Matrix, ",Hard,TRUE,FALSE,FALSE,7421,15352
1739,Building Boxes,207,38,245,5.45,51.2%,Algorithms,"Math, Binary Search, Greedy, ",Hard,TRUE,FALSE,FALSE,5021,9806
1316,Distinct Echo Substrings,204,175,379,1.17,49.69%,Algorithms,"String, Dynamic Programming, Trie, Sliding Window, Rolling Hash, Hash Function, ",Hard,TRUE,FALSE,FALSE,11854,23854
1925,Count Square Sum Triples,203,23,226,8.83,67.79%,Algorithms,"Math, Enumeration, ",Easy,TRUE,FALSE,FALSE,23205,34233
1362,Closest Divisors,204,83,287,2.46,59.3%,Algorithms,"Math, ",Medium,TRUE,FALSE,FALSE,16036,27044
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,203,144,347,1.41,61.16%,Algorithms,"Math, Dynamic Programming, Backtracking, Combinatorics, Probability and Statistics, ",Hard,TRUE,FALSE,FALSE,6125,10014
2224,Minimum Number of Operations to Convert Time,205,25,230,8.2,63.52%,Algorithms,"String, Greedy, ",Easy,TRUE,FALSE,FALSE,21830,34365
1006,Clumsy Factorial,201,242,443,0.83,54.72%,Algorithms,"Math, Stack, Simulation, ",Medium,TRUE,FALSE,FALSE,20558,37573
1061,Lexicographically Smallest Equivalent String,202,11,213,18.36,69.53%,Algorithms,"String, Union Find, ",Medium,FALSE,FALSE,FALSE,8668,12467
2243,Calculate Digit Sum of a String,209,21,230,9.95,66.23%,Algorithms,"String, Simulation, ",Easy,TRUE,FALSE,FALSE,20052,30275
1083,Sales Analysis II,199,37,236,5.38,50.44%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,43290,85817
585,Investments in 2016,199,213,412,0.93,54.34%,Database,"Database, ",Medium,FALSE,TRUE,FALSE,33717,62046
1112,Highest Grade For Each Student,200,8,208,25,73.83%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,36768,49804
1895,Largest Magic Square,198,206,404,0.96,51.69%,Algorithms,"Array, Matrix, Prefix Sum, ",Medium,TRUE,FALSE,FALSE,7820,15130
1273,Delete Tree Nodes,196,59,255,3.32,61.02%,Algorithms,"Tree, Depth-First Search, Breadth-First Search, ",Medium,FALSE,FALSE,FALSE,8517,13958
1050,Actors and Directors Who Cooperated At Least Three Times,201,29,230,6.93,72.84%,Database,"Database, ",Easy,TRUE,FALSE,FALSE,56801,77980
1126,Active Businesses,196,22,218,8.91,67.65%,Database,"Database, ",Medium,FALSE,FALSE,FALSE,31450,46492
2088,Count Fertile Pyramids in a Land,198,6,204,33,63.03%,Algorithms,"Array, Dynamic Programming, Matrix, ",Hard,TRUE,FALSE,FALSE,4168,6613
2240,Number of Ways to Buy Pens and Pencils,198,10,208,19.8,55.82%,Algorithms,"Math, Enumeration, ",Medium,TRUE,FALSE,FALSE,14466,25917
1298,Maximum Candies You Can Get from Boxes,194,114,308,1.7,61.03%,Algorithms,"Array, Breadth-First Search, ",Hard,TRUE,FALSE,FALSE,10520,17237
1360,Number of Days Between Two Dates,193,852,1045,0.23,46.88%,Algorithms,"Math, String, ",Easy,TRUE,FALSE,FALSE,30380,64799
580,Count Student Number in Departments,195,32,227,6.09,57.27%,Database,"Database, ",Medium,FALSE,TRUE,FALSE,47397,82755
1322,Ads Performance,193,51,244,3.78,60.44%,Database,"Database, ",Easy,FALSE,FALSE,FALSE,29835,49366
2236,Root Equals Sum of Children,208,375,583,0.55,89.99%,Algorithms,"Tree, Binary Tree, ",Easy,TRUE,FALSE,FALSE,25659,28513
